id,area_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,eccentricity,solidity,circularity,sym_h,sym_v,bug_type
57,0.0078663333333333,0.0,255.0,94.59632110595705,83.0,54.85508346557617,0.0,255.0,79.68334197998047,69.0,52.26630401611328,0.0,255.0,62.76728820800781,49.0,45.39311981201172,0.7839642855280193,0.6526903876204831,0.3020956356373895,0.3101895749568939,0.6082754135131836,0
58,0.0104036666666666,3.0,255.0,74.82939147949219,68.0,49.49227142333984,1.0,255.0,60.47057342529297,54.0,43.82405853271485,0.0,255.0,52.16240692138672,39.0,43.688385009765625,0.3704802288873371,0.7213664151248657,0.2535485181823723,0.2931351959705353,-0.0105124125257134,0
59,0.0114715,3.0,255.0,84.08002471923828,74.0,57.53350067138672,0.0,255.0,68.27645874023438,60.0,51.72035598754883,0.0,255.0,62.41357421875,43.0,54.71550369262695,0.4145444070872054,0.6297140034034144,0.2108303500343364,-0.0116050830110907,-0.0116054359823465,0
60,0.0079628333333333,6.0,255.0,107.65947723388672,104.0,54.97686004638672,6.0,255.0,85.07537078857422,78.0,51.04521179199219,0.0,255.0,68.87141418457031,57.0,46.31843185424805,0.5551478672381285,0.6793067167150089,0.2244870035723145,0.2253988683223724,0.4934151172637939,0
61,0.0169968333333333,4.0,211.0,75.80725860595703,70.0,49.4669303894043,3.0,193.0,52.755802154541016,47.0,34.12138366699219,3.0,240.0,69.63906860351562,58.0,46.39927291870117,0.7452148693297921,0.5768319239797506,0.1879159398464055,-0.0172896850854158,0.0810622498393058,0
62,0.0200545,3.0,193.0,59.27995300292969,49.0,40.585845947265625,0.0,182.0,40.55330657958984,33.0,31.24017906188965,0.0,208.0,49.02790069580078,42.0,32.39866256713867,0.6156882394807435,0.6312500983647839,0.1628198113447984,-0.0204664412885904,0.1538368910551071,0
63,0.0131848333333333,0.0,255.0,73.01902770996094,46.0,65.254638671875,0.0,255.0,57.99138641357422,33.0,58.79761505126953,0.0,255.0,59.97676086425781,41.0,54.731536865234375,0.9156622497246606,0.8070946876562229,0.3651284616948004,0.4371211230754852,0.1031764671206474,0
64,0.02632075,1.0,187.0,67.26483154296875,69.0,44.36605453491211,0.0,185.0,50.05346298217773,41.0,35.279415130615234,0.0,196.0,55.19815444946289,49.0,35.771820068359375,0.6283246294266259,0.6194915387210406,0.199280307251674,0.1480082869529724,0.2406509220600128,0
65,0.0244128333333333,2.0,202.0,59.47884750366211,51.0,41.52924346923828,0.0,177.0,39.97087478637695,31.0,31.19852638244629,0.0,225.0,52.61118316650391,43.0,38.9254035949707,0.6894283294460485,0.6720176541295432,0.1866966865138273,0.0495596528053283,0.5755597352981567,0
66,0.0246566666666666,0.0,255.0,91.45933532714844,93.0,66.04640197753906,0.0,255.0,72.93352508544922,66.0,58.1815299987793,0.0,255.0,70.81611633300781,57.0,59.95441055297852,0.6890992378319267,0.6175301507196831,0.1482410589762263,0.2628675103187561,0.4541371762752533,0
67,0.0175103333333333,0.0,255.0,110.33576202392578,99.0,59.10087966918945,0.0,255.0,89.91861724853516,85.0,54.38322830200195,0.0,255.0,88.13909912109375,74.0,55.414981842041016,0.8040592216046528,0.5794030706785493,0.1751620169275556,0.0527252815663814,0.2815552055835724,0
68,0.0161465,5.0,255.0,109.28607940673828,104.0,59.92368698120117,4.0,255.0,92.61856842041016,88.0,54.36656951904297,4.0,255.0,84.73292541503906,74.0,52.80506896972656,0.5852714054420298,0.730236379533874,0.2550865726949549,-0.016412055119872,0.0984538942575454,0
69,0.017729,0.0,232.0,63.17976379394531,52.0,46.06679534912109,1.0,253.0,61.184547424316406,56.0,41.1340446472168,0.0,255.0,54.62972640991211,48.0,44.471466064453125,0.7494272600633077,0.7133880129567906,0.2683477179347934,0.3492844402790069,0.2694192826747894,0
70,0.0152661666666666,0.0,255.0,50.69719696044922,40.0,37.87117385864258,0.0,255.0,48.742557525634766,41.0,34.63127899169922,0.0,255.0,44.75581741333008,39.0,37.39960479736328,0.8845223427100165,0.7682958539183533,0.2837939524793759,0.7320768237113953,0.1455180197954177,0
75,0.00476125,12.0,255.0,105.5533218383789,90.0,59.65608215332031,6.0,255.0,81.65403747558594,67.0,54.49472427368164,2.0,255.0,78.60267639160156,65.0,53.32313537597656,0.8947125942188918,0.75111414936832,0.2015109342089107,0.4731767773628235,-0.0047838594764471,0
77,0.007123375,0.0,255.0,84.87350463867188,74.0,56.43333053588867,0.0,255.0,68.95140838623047,57.0,53.60675811767578,0.0,255.0,67.02446746826172,52.0,53.41915512084961,0.689315456975115,0.5800085494442861,0.1926390840426318,0.3351191878318786,0.0694180354475975,0
84,0.015821865720477,3.0,255.0,100.18286895751952,95.0,69.51829528808594,1.0,243.0,84.79046630859375,69.0,65.67095184326172,0.0,255.0,82.13378143310547,66.0,66.87957763671875,0.7906738468949993,0.855377385946606,0.4483784506268101,0.6099756956100464,-0.0160762127488851,5
85,0.0528363333333333,4.0,233.0,77.69554138183594,75.0,52.77881622314453,0.0,174.0,22.56400489807129,13.0,25.33271026611328,0.0,159.0,22.72830009460449,13.0,25.434457778930664,0.4659557132373271,0.7071117574632858,0.2029854349755018,0.5498959422111511,-0.0343419909477233,5
